drug_1	drug_2
DB06153	DB00780
DB00986	DB00940
DB08897	DB00979
DB00391	DB00340
DB00391	DB00804
DB01409	DB00424
DB00747	DB06148
DB00986	DB00810
DB00979	DB06148
DB00283	DB01626
DB08897	DB00810
DB00986	DB00392
DB00434	DB00780
DB00391	DB00747
DB00391	DB00572
DB06153	DB01626
DB09076	DB00810
DB01071	DB00752
DB00366	DB00780
DB00391	DB00986
DB00209	DB06148
DB01199	DB06148
DB00283	DB00780
DB00283	DB00752
DB01409	DB00747
DB00391	DB00376
DB08897	DB00245
DB00986	DB00496
DB08897	DB01173
DB00908	DB06148
DB00986	DB00809
DB00462	DB06148
DB00391	DB00979
DB01062	DB06148
DB09076	DB00517
DB08897	DB00967
DB08897	DB01062
DB01409	DB00245
DB09076	DB00986
DB00986	DB01036
DB01409	DB00804
DB01409	DB00809
DB01409	DB12278
DB09076	DB00747
DB00283	DB09245
DB06153	DB00805
DB08897	DB00496
DB00391	DB06702
DB00967	DB06148
DB00986	DB00340
DB06153	DB09245
DB00391	DB01062
DB00283	DB09241
DB03754	DB00860
DB03754	DB00741
DB03754	DB00687
DB03754	DB01234
DB03754	DB00635
DB03754	DB00253
DB03754	DB00896
DB03754	DB00324
DB03754	DB00620
DB03754	DB00240
DB03754	DB00764
DB03754	DB00588
DB03754	DB01047
DB03754	DB01130
DB03754	DB00443
DB03754	DB00846
DB03754	DB01380
DB03754	DB00655
DB03754	DB00873
DB03754	DB08906
DB03754	DB00596
DB03754	DB00591
DB03754	DB01222
DB03754	DB00394
DB03754	DB00838
DB03754	DB01260
DB00615	DB01435
DB00252	DB00199
DB01045	DB06736
DB01320	DB06777
DB00607	DB00622
DB01320	DB01621
DB00794	DB00497
DB01174	DB00835
DB01174	DB00836
DB01045	DB06403
DB00794	DB00498
DB00312	DB00755
DB01174	DB01409
DB00794	DB00655
DB00794	DB01708
DB01201	DB00997
DB00312	DB00193
DB01320	DB00808
DB00564	DB00655
DB00564	DB00656
DB00312	DB00448
DB00312	DB00199
DB01045	DB01558
DB00607	DB01244
DB00673	DB00812
DB00849	DB00924
DB00312	DB04946
DB01351	DB00091
DB01174	DB00904
DB00312	DB01062
DB00252	DB00759
DB01045	DB01708
DB01045	DB06282
DB00564	DB01177
DB01045	DB08910
DB00794	DB00843
DB00252	DB00481
DB01220	DB00682
DB00794	DB08992
DB01351	DB00540
DB00165	DB00849
DB01351	DB00543
DB00559	DB01076
DB00418	DB00188
DB01045	DB01392
DB01351	DB01151
DB01045	DB01396
DB00418	DB00544
DB00615	DB01194
DB00418	DB00936
DB00312	DB04743
DB00312	DB00531
DB01045	DB01173
DB00564	DB00503
DB00564	DB00502
DB00607	DB09090
DB01201	DB01708
DB01201	DB01136
DB01320	DB00987
DB01201	DB01132
DB01320	DB00983
DB01174	DB01435
DB01201	DB01138
DB00312	DB00906
DB00252	DB06144
DB01174	DB01183
DB00418	DB00321
DB00564	DB01431
DB00615	DB08877
DB00564	DB01435
DB00564	DB00433
DB00564	DB01219
DB01201	DB00193
DB00794	DB01065
DB00564	DB01215
DB01201	DB00356
DB00794	DB00812
DB00564	DB00347
DB00564	DB00344
DB00564	DB00349
DB00794	DB09289
DB00794	DB06725
DB01201	DB01222
DB01320	DB01006
DB00400	DB00890
DB00794	DB01074
DB00794	DB01076
DB00252	DB00757
DB01220	DB00849
DB00418	DB01124
DB00794	DB00977
DB00252	DB00724
DB00794	DB01431
DB00252	DB00794
DB00794	DB00799
DB00252	DB00796
DB00615	DB01095
DB01174	DB00234
DB00615	DB00726
DB00418	DB00918
DB09280	DB00240
DB00794	DB00250
DB00559	DB00227
DB09280	DB00246
DB00615	DB01129
DB01320	DB01177
DB01320	DB01175
DB01320	DB01171
DB00312	DB06144
DB01174	DB04938
DB01045	DB00337
DB01045	DB00624
DB01174	DB01050
DB01045	DB00628
DB01174	DB01588
DB00615	DB00617
DB00615	DB00612
DB00794	DB01151
DB00794	DB01283
DB01201	DB00175
DB00615	DB01128
DB00599	DB01151
DB00400	DB00783
DB01320	DB00751
DB01320	DB00755
DB00252	DB00925
DB01320	DB00757
DB01320	DB01248
DB00252	DB00924
DB01045	DB00759
DB00252	DB00337
DB00615	DB00185
DB00252	DB00332
DB01045	DB00938
DB00794	DB04898
DB01045	DB00246
DB01045	DB00245
DB01045	DB00936
DB01201	DB00615
DB01174	DB01186
DB01174	DB01708
DB01174	DB01184
DB01201	DB01589
DB09280	DB01215
DB09280	DB01216
DB00615	DB00502
DB09280	DB01219
DB00673	DB00177
DB00252	DB00471
DB00252	DB00248
DB01320	DB00784
DB00312	DB01253
DB00252	DB00240
DB00252	DB00246
DB00615	DB00297
DB00252	DB00245
DB01320	DB00243
DB01320	DB00240
DB01201	DB06282
DB01320	DB00246
DB01320	DB00245
DB01351	DB09090
DB01320	DB00248
DB09280	DB00889
DB01045	DB00808
DB01437	DB00946
DB00312	DB01074
DB00607	DB00381
DB01201	DB00502
DB01174	DB01192
DB00794	DB00717
DB00564	DB06016
DB00794	DB00712
DB01201	DB01223
DB00615	DB00477
DB00615	DB00475
DB00615	DB00472
DB01174	DB09082
DB01201	DB06148
DB01320	DB00402
DB00615	DB00877
DB00794	DB08893
DB00564	DB01136
DB00252	DB05541
DB00451	DB00651
DB00312	DB01105
DB00312	DB01104
DB01174	DB00822
DB00312	DB00169
DB00794	DB00759
DB00794	DB00622
DB01201	DB00988
DB00794	DB00620
DB01201	DB00983
DB00794	DB00628
DB00794	DB04946
DB01201	DB00987
DB00615	DB00980
DB00599	DB00568
DB09280	DB00808
DB01174	DB01274
DB00564	DB00812
DB00252	DB00477
DB01174	DB00918
DB01174	DB00912
DB01174	DB00910
DB01045	DB08918
DB01045	DB00969
DB01045	DB01418
DB00794	DB00531
DB01201	DB01039
DB01174	DB00356
DB00615	DB01126
DB01320	DB06016
DB00252	DB00889
DB09280	DB13179
DB00418	DB06589
DB00312	DB00458
DB00312	DB00455
DB00564	DB00568
DB00564	DB00641
DB01045	DB01186
DB00564	DB00514
DB01045	DB01184
DB01045	DB01183
DB00564	DB01595
DB00564	DB01597
DB00564	DB01591
DB00312	DB00344
DB00312	DB00528
DB00564	DB00519
DB01045	DB01349
DB01201	DB01100
DB01174	DB08906
DB01201	DB01104
DB00252	DB06155
DB00418	DB00338
DB00615	DB00531
DB00794	DB00842
DB00564	DB00420
DB00312	DB00231
DB00312	DB00987
DB00615	DB01104
DB00794	DB00390
DB01201	DB00347
DB01201	DB01216
DB00252	DB00700
DB01201	DB00349
DB00794	DB06710
DB00252	DB00371
DB00794	DB09078
DB00252	DB01435
DB00794	DB01068
DB01201	DB00377
DB01174	DB06694
DB00418	DB00420
DB00252	DB00647
DB00673	DB00991
DB01201	DB01274
DB00564	DB01171
DB01174	DB00227
DB09280	DB00270
DB01174	DB00222
DB00794	DB01120
DB09280	DB00475
DB01174	DB01200
DB01320	DB01100
DB01320	DB01105
DB00418	DB09048
DB00252	DB06292
DB00615	DB00628
DB00252	DB06777
DB01174	DB01065
DB01045	DB00321
DB00673	DB01075
DB01045	DB00327
DB00165	DB00252
DB01174	DB01263
DB01201	DB09166
DB01174	DB01261
DB00564	DB01006
DB00615	DB00682
DB09280	DB01192
DB00418	DB06268
DB01201	DB00169
DB01320	DB00748
DB01320	DB00749
DB00599	DB01142
DB00418	DB05541
DB01320	DB00745
DB00252	DB00433
DB00418	DB01171
DB01045	DB00744
DB09280	DB00584
DB00252	DB08931
DB00794	DB01124
DB01045	DB00927
DB01045	DB00924
DB01201	DB06216
DB00312	DB08881
DB00312	DB00297
DB00312	DB01026
DB09280	DB01222
DB00451	DB00277
DB00418	DB00540
DB01201	DB01591
DB01174	DB06710
DB01201	DB01595
DB00615	DB00266
DB01045	DB00636
DB00252	DB00502
DB00312	DB01244
DB00794	DB00738
DB00252	DB01100
DB01174	DB01177
DB01045	DB00812
DB00607	DB00393
DB00312	DB01068
DB01201	DB00570
DB01201	DB00575
DB01351	DB01427
DB00794	DB00700
DB01201	DB09078
DB01174	DB01085
DB00615	DB00402
DB00615	DB00401
DB01320	DB00412
DB00615	DB00404
DB09280	DB01023
DB01201	DB08827
DB00252	DB01216
DB01201	DB00883
DB00794	DB04841
DB01320	DB06710
DB00615	DB00883
DB00794	DB04846
DB01201	DB00889
DB00673	DB00945
DB00312	DB01118
DB00564	DB01015
DB00312	DB01114
DB01174	DB00850
DB00564	DB08827
DB01201	DB00404
DB01201	DB00401
DB00615	DB00674
DB00615	DB00324
DB00615	DB01156
DB01201	DB00977
DB01201	DB00976
DB01320	DB06803
DB01201	DB00972
DB00794	DB00636
DB00615	DB00320
DB09280	DB00872
DB01045	DB01177
DB00252	DB00497
DB00564	DB06777
DB00599	DB00540
DB00252	DB00584
DB00615	DB08827
DB00252	DB00589
DB00794	DB00528
DB00252	DB01621
DB00252	DB00588
DB01045	DB01409
DB01320	DB00731
DB01201	DB01023
DB01201	DB01020
DB01045	DB01075
DB00312	DB00731
DB01201	DB01029
DB00615	DB09078
DB00312	DB00738
DB09280	DB00906
DB01351	DB00568
DB00252	DB06016
DB01174	DB08931
DB00607	DB01115
DB00673	DB01274
DB09280	DB00909
DB00418	DB00528
DB00615	DB00482
DB01320	DB00988
DB00252	DB00499
DB00564	DB00988
DB00564	DB00987
DB00564	DB00636
DB00564	DB00983
DB01045	DB01194
DB00564	DB00295
DB00312	DB00889
DB01201	DB01114
DB01201	DB01115
DB01320	DB08877
DB01174	DB01589
DB01045	DB01351
DB01174	DB08918
DB09280	DB00612
DB00312	DB01409
DB00564	DB01026
DB00607	DB00890
DB01220	DB00266
DB00564	DB00185
DB00564	DB00180
DB00312	DB04841
DB01174	DB00455
DB00615	DB08910
DB00418	DB00857
DB00794	DB00381
DB00418	DB01037
DB00849	DB00266
DB00418	DB06292
DB01174	DB00458
DB01174	DB01394
DB00615	DB00227
DB01201	DB00379
DB01174	DB09389
DB01045	DB05271
DB00794	DB01012
DB00794	DB01242
DB00794	DB01016
DB00794	DB01015
DB09280	DB00724
DB00564	DB01349
DB00418	DB00983
DB01220	DB00312
DB00615	DB05271
DB00564	DB01340
DB00418	DB00988
DB00564	DB04846
DB09280	DB04572
DB01045	DB05246
DB00418	DB00783
DB00418	DB06739
DB01174	DB00213
DB00252	DB06203
DB01174	DB00215
DB01174	DB00214
DB01174	DB00216
DB00252	DB05351
DB00615	DB01105
DB01174	DB01410
DB01045	DB00136
DB00615	DB01100
DB00794	DB01129
DB00794	DB01128
DB01201	DB05351
DB00794	DB01126
DB00418	DB01076
DB01174	DB00694
DB01174	DB00690
DB00794	DB01241
DB00564	DB04938
DB01174	DB01074
DB00615	DB00678
DB01201	DB00794
DB01174	DB00678
DB00673	DB00712
DB01174	DB00674
DB01174	DB00673
DB01174	DB00672
DB01320	DB00889
DB00794	DB01261
DB01201	DB13179
DB01320	DB00736
DB01320	DB00883
DB01320	DB00734
DB01220	DB01351
DB09280	DB00593
DB01174	DB01009
DB00615	DB01219
DB01174	DB12483
DB01045	DB00268
DB00794	DB01115
DB00252	DB00356
DB00564	DB06702
DB01045	DB00264
DB01045	DB00799
DB01201	DB06803
DB01174	DB11614
DB00312	DB08893
DB01174	DB01418
DB00312	DB01589
DB00312	DB01588
DB01045	DB00796
DB00794	DB04871
DB00615	DB01409
DB00794	DB01410
DB00312	DB01274
DB00252	DB00514
DB00615	DB00277
DB00615	DB00270
DB01045	DB00318
DB00794	DB01396
DB01045	DB00643
DB00794	DB00814
DB01045	DB00641
DB00312	DB06694
DB01201	DB00568
DB01045	DB00862
DB00794	DB01435
DB01045	DB00865
DB01045	DB00869
DB01201	DB00564
DB01351	DB01418
DB01045	DB01104
DB01174	DB01098
DB00794	DB00734
DB00794	DB00736
DB01174	DB01095
DB01174	DB01097
DB01174	DB04572
DB01320	DB00390
DB01320	DB00396
DB00615	DB00418
DB00794	DB01394
DB01320	DB00469
DB00615	DB08893
DB01320	DB06702
DB00615	DB00897
DB00252	DB01009
DB01201	DB00897
DB00252	DB01006
DB00615	DB00898
DB00607	DB01074
DB00312	DB00622
DB00564	DB06292
DB01174	DB00842
DB01174	DB00843
DB00312	DB01126
DB00794	DB00608
DB01201	DB00412
DB09280	DB00280
DB00252	DB01409
DB01201	DB00418
DB01174	DB01179
DB00615	DB00309
DB00312	DB00726
DB01201	DB00969
DB00312	DB06739
DB00564	DB06725
DB01320	DB00307
DB09280	DB00862
DB00615	DB06702
DB01045	DB08906
DB00418	DB04743
DB00312	DB05351
DB00418	DB01120
DB01174	DB01045
DB00312	DB01192
DB01045	DB00612
DB00564	DB00755
DB00312	DB00091
DB00564	DB00758
DB01045	DB01219
DB09280	DB00910
DB00418	DB01229
DB01045	DB00863
DB01174	DB00390
DB01320	DB12483
DB00564	DB00622
DB00564	DB00991
DB00564	DB00624
DB01045	DB00949
DB00312	DB00540
DB01320	DB01183
DB00564	DB00575
DB00312	DB00549
DB01201	DB01166
DB01045	DB00749
DB00564	DB01069
DB00849	DB00884
DB01220	DB00250
DB00615	DB06155
DB01351	DB09289
DB00615	DB01216
DB01174	DB00339
DB00607	DB00884
DB01201	DB00136
DB00615	DB12483
DB00418	DB00850
DB00252	DB00799
DB00564	DB01248
DB00564	DB01012
DB00564	DB00379
DB01174	DB00440
DB01201	DB00367
DB00564	DB00371
DB01174	DB00448
DB01201	DB00361
DB00673	DB04898
DB00564	DB00178
DB01045	DB01037
DB01045	DB01036
DB00312	DB00946
DB00564	DB00177
DB00794	DB06777
DB00312	DB06237
DB09280	DB00248
DB00794	DB01006
DB01174	DB00622
DB00615	DB09082
DB00418	DB00991
DB00794	DB01216
DB01045	DB00661
DB01045	DB06739
DB00564	DB00289
DB00418	DB00448
DB00312	DB00897
DB00564	DB00280
DB00564	DB00281
DB00564	DB01100
DB01201	DB00091
DB01174	DB00204
DB00564	DB01156
DB00564	DB01151
DB01174	DB00203
DB00564	DB01621
DB00794	DB00281
DB00794	DB00280
DB00564	DB09477
DB00564	DB01393
DB00564	DB01392
DB09280	DB00451
DB01320	DB01124
DB00615	DB01110
DB01320	DB01126
DB00794	DB01138
DB01320	DB01120
DB00615	DB01115
DB00794	DB01219
DB00615	DB01118
DB01320	DB01129
DB00252	DB00983
DB00564	DB01261
DB00564	DB01558
DB01174	DB00688
DB00252	DB00395
DB01045	DB00498
DB01045	DB00499
DB00794	DB11362
DB01045	DB00496
DB01201	DB01248
DB00615	DB00641
DB00615	DB00643
DB01201	DB00783
DB00564	DB01020
DB01201	DB00788
DB01320	DB00546
DB00607	DB04743
DB00794	DB01253
DB00252	DB00180
DB00794	DB01357
DB01320	DB00724
DB01320	DB00726
DB00312	DB00603
DB00252	DB00749
DB09280	DB06700
DB01174	DB09235
DB00252	DB00169
DB01174	DB01427
DB00418	DB01242
DB00312	DB00471
DB00564	DB04876
DB00312	DB01591
DB01045	DB00784
DB01045	DB00783
DB00418	DB01104
DB00312	DB09555
DB01045	DB00788
DB00252	DB01349
DB00615	DB01068
DB00559	DB01095
DB00615	DB01062
DB09280	DB01085
DB01437	DB00682
DB00615	DB00240
DB00615	DB00243
DB01320	DB01708
DB00615	DB00246
DB01320	DB01253
DB01045	DB00307
DB01045	DB00656
DB00252	DB06403
DB00252	DB01166
DB00849	DB04743
DB00607	DB00401
DB01201	DB00554
DB01201	DB00553
DB01045	DB00877
DB00794	DB00726
DB01201	DB00559
DB00418	DB01050
DB01320	DB00471
DB01320	DB00477
DB00418	DB00675
DB00252	DB00361
DB00599	DB00498
DB01045	DB00620
DB00312	DB00983
DB00252	DB01016
DB01174	DB00877
DB00418	DB08992
DB09280	DB01431
DB00564	DB06282
DB01174	DB05541
DB00312	DB01138
DB01201	DB00420
DB00564	DB06290
DB00312	DB00850
DB00794	DB00612
DB00794	DB00617
DB00794	DB00615
DB00615	DB00338
DB00252	DB06210
DB00615	DB00332
DB00615	DB00337
DB00564	DB06739
DB00564	DB06155
DB00794	DB06287
DB01045	DB09026
DB00615	DB00938
DB01174	DB07615
DB00794	DB01037
DB01045	DB01192
DB01320	DB00589
DB00418	DB06210
DB00564	DB06605
DB00794	DB00503
DB00794	DB00604
DB01174	DB00758
DB00794	DB01036
DB00564	DB00395
DB00564	DB00768
DB00607	DB07615
DB01320	DB11362
DB00794	DB00909
DB09280	DB09555
DB01351	DB00344
DB00312	DB00396
DB00615	DB00599
DB01174	DB06203
DB00312	DB00404
DB00564	DB00617
DB01045	DB08868
DB00312	DB00153
DB00252	DB04846
DB01201	DB01392
DB01201	DB01179
DB00418	DB00784
DB01201	DB01173
DB01201	DB01174
DB01201	DB01175
DB01201	DB01177
DB00418	DB09068
DB00312	DB00843
DB09280	DB00637
DB09280	DB00636
DB00418	DB01274
DB01045	DB13179
DB00615	DB06144
DB00615	DB00751
DB01201	DB06267
DB00418	DB00619
DB00252	DB00927
DB01174	DB00471
DB01174	DB00472
DB00312	DB00381
DB01201	DB00312
DB00615	DB00208
DB01045	DB01029
DB00564	DB00918
DB01045	DB01020
DB00312	DB00977
DB01045	DB01023
DB00615	DB01588
DB01045	DB00757
DB00252	DB00297
DB00312	DB08918
DB00564	DB00549
DB00418	DB00277
DB01045	DB00751
DB00564	DB00546
DB00564	DB00541
DB00564	DB00540
DB00564	DB00543
DB00564	DB00542
DB00794	DB06216
DB00794	DB00297
DB00794	DB00295
DB01174	DB00277
DB01201	DB00227
DB01201	DB00222
DB01320	DB00758
DB00312	DB04572
DB00564	DB01380
DB01320	DB01132
DB00418	DB06725
DB01320	DB01136
DB01320	DB01138
DB00252	DB00991
DB00252	DB00997
DB01201	DB04938
DB00312	DB05541
DB00418	DB01016
DB01045	DB00987
DB00418	DB01018
DB00312	DB01076
DB01174	DB00091
DB00794	DB01009
DB00564	DB01138
DB01045	DB00469
DB01174	DB00307
DB00615	DB00656
DB00794	DB01248
DB00615	DB00655
DB01320	DB01396
DB00794	DB01244
DB01174	DB00655
DB01320	DB00863
DB00794	DB00349
DB01320	DB01628
DB01320	DB00712
DB00794	DB00344
DB00794	DB00347
DB00312	DB00568
DB00252	DB00755
DB01201	DB01393
DB00252	DB00751
DB01174	DB00783
DB01045	DB05039
DB01174	DB00784
DB01045	DB00201
DB00312	DB06267
DB01045	DB00208
DB01320	DB01409
DB00312	DB06654
DB00252	DB00339
DB00615	DB00768
DB00564	DB09166
DB00564	DB09167
DB01201	DB09555
DB00312	DB09090
DB00564	DB08877
DB00615	DB00252
DB01045	DB00665
DB01320	DB00665
DB00312	DB00564
DB01201	DB01232
DB01320	DB01240
DB01320	DB01242
DB00312	DB01708
DB00252	DB01393
DB00252	DB01392
DB01045	DB00843
DB00615	DB01192
DB00794	DB00758
DB01201	DB00546
DB01201	DB00544
DB01045	DB00688
DB00794	DB00751
DB00794	DB00755
DB01045	DB06803
DB00564	DB00863
DB00794	DB00199
DB01320	DB00448
DB00615	DB00433
DB00794	DB00193
DB01320	DB01591
DB00252	DB00883
DB00252	DB00373
DB00673	DB01029
DB00252	DB01029
DB01174	DB04898
DB00312	DB00814
DB01201	DB06725
DB00615	DB01173
DB01174	DB00862
DB01174	DB00864
DB00312	DB01149
DB01174	DB00869
DB09280	DB01409
DB01201	DB00433
DB01320	DB01229
DB00312	DB13179
DB01201	DB00946
DB01201	DB00947
DB00673	DB00469
DB00615	DB00327
DB01320	DB00281
DB00615	DB00321
DB00252	DB01151
DB01320	DB00289
DB09280	DB00842
DB00312	DB00724
DB00451	DB01223
DB00794	DB06292
DB01045	DB01215
DB00564	DB00757
DB00615	DB00924
DB00615	DB00925
DB01201	DB01357
DB00312	DB01392
DB00849	DB01418
DB00607	DB09230
DB01174	DB06287
DB01201	DB04846
DB00794	DB00571
DB00794	DB00570
DB00794	DB00575
DB00615	DB06203
DB01351	DB09230
DB01351	DB09235
DB00564	DB00696
DB01201	DB01588
DB00564	DB00691
DB01320	DB01431
DB01045	DB06237
DB00252	DB00617
DB00564	DB00690
DB00418	DB00285
DB01174	DB01253
DB01174	DB06237
DB01045	DB00983
DB00418	DB00514
DB00252	DB00612
DB00252	DB00531
DB01174	DB00889
DB00564	DB00604
DB00794	DB00404
DB00849	DB00726
DB01201	DB01142
DB00312	DB00367
DB01201	DB01149
DB00599	DB00726
DB00252	DB00969
DB01045	DB08827
DB09280	DB00620
DB00794	DB09090
DB00418	DB00608
DB01045	DB01216
DB00615	DB06777
DB00418	DB00604
DB00312	DB00706
DB00312	DB00700
DB00564	DB00396
DB00564	DB00390
DB00564	DB00393
DB00607	DB08992
DB00599	DB09230
DB00615	DB06016
DB00794	DB01023
DB00794	DB01020
DB01045	DB01012
DB01045	DB01015
DB00418	DB06605
DB00312	DB00969
DB09280	DB00717
DB00418	DB00469
DB01201	DB01095
DB01201	DB01098
DB00794	DB00997
DB00607	DB00996
DB00564	DB00553
DB00418	DB00266
DB00564	DB00554
DB00252	DB08906
DB00599	DB09289
DB00599	DB09288
DB01174	DB00266
DB09280	DB00433
DB00794	DB00976
DB00564	DB05541
DB00849	DB00540
DB00564	DB00628
DB00794	DB01114
DB00418	DB01029
DB01320	DB00918
DB00312	DB06710
DB01320	DB00912
DB01201	DB06697
DB01220	DB00980
DB00252	DB06736
DB01174	DB00469
DB00252	DB06739
DB00312	DB01219
DB01201	DB08922
DB01045	DB00477
DB01045	DB00471
DB09280	DB01393
DB09280	DB01392
DB01174	DB01223
DB00418	DB00641
DB01174	DB00647
DB01320	DB00872
DB01201	DB01431
DB00615	DB01261
DB01351	DB00924
DB00564	DB00997
DB01174	DB00799
DB01174	DB00796
DB01045	DB00213
DB01045	DB00216
DB00564	DB00571
DB00615	DB00370
DB00252	DB00320
DB01174	DB01136
DB01174	DB01132
DB00794	DB01589
DB00615	DB01085
DB01320	DB00679
DB01320	DB00674
DB01320	DB00675
DB01320	DB00672
DB01320	DB00673
DB00849	DB01142
DB01045	DB00674
DB01045	DB00679
DB00673	DB06725
DB00794	DB01097
DB01045	DB00850
DB00252	DB01380
DB01045	DB00502
DB00599	DB00924
DB00794	DB00748
DB00794	DB00749
DB01174	DB01357
DB00794	DB01095
DB01045	DB00694
DB01320	DB00706
DB01045	DB00696
DB00615	DB01098
DB01320	DB00458
DB00564	DB05039
DB00418	DB01183
DB00794	DB00180
DB01045	DB01274
DB00794	DB00185
DB00673	DB01050
DB00794	DB00912
DB00615	DB00683
DB00312	DB01621
DB09280	DB00361
DB00252	DB01036
DB00252	DB01037
DB00607	DB01023
DB00252	DB01020
DB09280	DB01410
DB01201	DB00448
DB00312	DB01156
DB00794	DB00836
DB01201	DB00444
DB00418	DB09090
DB01201	DB00938
DB01201	DB00688
DB00794	DB04938
DB00615	DB00738
DB01201	DB00936
DB01201	DB00683
DB01320	DB00295
DB01320	DB00297
DB00615	DB00356
DB00252	DB01142
DB00312	DB00751
DB00252	DB00637
DB00564	DB04572
DB09280	DB01708
DB00252	DB00768
DB00615	DB00910
DB00615	DB00912
DB00615	DB00916
DB01045	DB01179
DB00312	DB01216
DB01174	DB06702
DB00252	DB04898
DB01201	DB00843
DB01201	DB00842
DB00794	DB00568
DB01201	DB00593
DB01201	DB00849
DB00615	DB00976
DB00564	DB06403
DB00794	DB08860
DB01045	DB09262
DB09280	DB00947
DB01320	DB06267
DB00252	DB00264
DB01201	DB00281
DB01351	DB00321
DB00599	DB00458
DB00615	DB11614
DB00564	DB06710
DB00794	DB00412
DB00312	DB00604
DB01201	DB01156
DB00312	DB00608
DB00794	DB01085
DB09280	DB00898
DB00564	DB00499
DB09280	DB06267
DB01201	DB06203
DB00564	DB00492
DB00312	DB00280
DB00564	DB00497
DB09280	DB00897
DB01201	DB06204
DB00252	DB06710
DB00564	DB00706
DB00418	DB00812
DB01201	DB00337
DB01201	DB00332
DB00418	DB00818
DB01201	DB00339
DB01201	DB00338
DB01045	DB01006
DB00312	DB00910
DB00312	DB00916
DB01045	DB01009
DB01201	DB01085
DB01174	DB01241
DB09280	DB00768
DB00673	DB06268
DB00252	DB00812
DB00418	DB00498
DB00794	DB00983
DB00794	DB00980
DB00312	DB00593
DB00794	DB00987
DB00564	DB00373
DB00615	DB08906
DB00418	DB00250
DB00794	DB00988
DB00418	DB00252
DB01201	DB06739
DB01201	DB06736
DB00418	DB00924
DB01201	DB00751
DB01174	DB00528
DB01201	DB00203
DB01201	DB00207
DB01201	DB00208
DB00564	DB00234
DB00312	DB00637
DB00252	DB00938
DB00252	DB00976
DB00252	DB00604
DB01320	DB00904
DB01320	DB00906
DB00418	DB01036
DB00252	DB06700
DB00312	DB00514
DB01045	DB00193
DB01045	DB00440
DB09280	DB01380
DB00312	DB06700
DB01045	DB00444
DB01045	DB00446
DB01045	DB00448
DB01174	DB00321
DB01174	DB00320
DB01174	DB00637
DB01174	DB00324
DB00794	DB01222
DB00794	DB01223
DB01320	DB00843
DB00794	DB00361
DB00564	DB00612
DB00615	DB06209
DB01320	DB04572
DB00673	DB00784
DB01174	DB01126
DB00794	DB01591
DB01174	DB00749
DB01174	DB00745
DB01174	DB01128
DB01174	DB01129
DB00615	DB00231
DB00615	DB00234
DB00252	DB00554
DB01201	DB08918
DB01320	DB01261
DB01320	DB04898
DB01201	DB08910
DB00312	DB01435
DB09280	DB08881
DB00564	DB08922
DB00312	DB01095
DB00252	DB01222
DB01045	DB00531
DB00599	DB07615
DB00312	DB06292
DB00794	DB01240
