drug_1	drug_2
DB01036	DB00286
DB00041	DB00030
DB00746	DB06151
DB00497	DB00230
DB01268	DB01101
DB05294	DB01248
DB00746	DB08826
DB00973	DB01076
DB01274	DB01409
DB01262	DB05332
DB00544	DB00650
DB00594	DB00310
DB00015	DB00054
DB01101	DB00112
DB00072	DB01248
DB00959	DB00060
DB00313	DB00555
DB00313	DB00996
DB00564	DB00996
DB00950	DB00501
DB00759	DB00586
DB00759	DB00788
DB00641	DB01039
DB00199	DB00417
DB00776	DB01202
DB00203	DB01088
DB00776	DB00996
DB01075	DB01050
DB00338	DB01060
DB00515	DB00987
DB01129	DB00563
DB00829	DB00813
DB01016	DB06203
DB00776	DB00555
DB01241	DB01098
DB01229	DB00997
DB01114	DB00852
DB01114	DB00956
DB00950	DB00852
DB00967	DB00852
DB01032	DB01394
DB00480	DB00188
DB00318	DB01069
DB00515	DB00853
DB00515	DB00877
DB00563	DB00213
DB00852	DB00427
DB00441	DB00072
DB00999	DB01197
DB00497	DB00945
DB00999	DB00796
DB00395	DB00945
DB00371	DB00945
DB00669	DB00788
DB00966	DB00999
DB00421	DB00999
DB00999	DB00177
DB00999	DB00384
DB00584	DB01023
DB00661	DB00519
DB00423	DB00945
DB00999	DB00876
DB00584	DB00999
DB00335	DB00310
DB00696	DB00201
DB01050	DB00956
DB00363	DB00472
DB00316	DB01009
DB00475	DB00321
DB01001	DB00332
DB00455	DB00852
DB00497	DB01050
DB01183	DB00652
DB00869	DB00373
DB01234	DB00537
DB00741	DB00537
DB00612	DB00999
DB00514	DB00809
DB01050	DB00852
DB00902	DB00433
DB00381	DB01082
DB00073	DB01073
DB00072	DB00317
DB00877	DB00091
DB00627	DB00227
DB00316	DB00241
DB01045	DB00951
DB00448	DB00788
DB01132	DB00331
DB00912	DB00331
DB00627	DB00641
DB00335	DB08868
DB00343	DB08868
DB00997	DB00331
DB01229	DB00072
DB00318	DB00316
DB01033	DB00207
DB00316	DB00647
DB01211	DB01045
DB00316	DB00652
DB01033	DB00615
DB00497	DB00316
DB01033	DB01045
DB01033	DB01211
DB06711	DB01620
DB01016	DB00331
DB01067	DB00331
DB00316	DB00193
DB00412	DB00222
DB01132	DB00222
DB01261	DB00331
DB00412	DB00331
DB00190	DB01235
DB00586	DB00908
DB00682	DB00908
DB00341	DB00852
DB00688	DB01045
DB00921	DB01183
DB00515	DB01035
DB00787	DB00788
DB00787	DB01009
DB01032	DB00537
DB00853	DB00619
DB01032	DB00927
DB01229	DB01262
DB00338	DB00563
DB00852	DB00788
DB00515	DB00188
DB00695	DB00978
DB01101	DB00619
DB00978	DB00863
DB06203	DB01132
DB00388	DB01069
DB00860	DB00798
DB00334	DB00472
DB00588	DB00938
DB00977	DB01395
DB00783	DB01395
DB00973	DB00641
DB00977	DB00823
DB01357	DB00717
DB00957	DB00783
DB00783	DB00367
DB00668	DB00281
DB00668	DB00297
DB06203	DB00030
DB01029	DB01023
DB08907	DB00331
DB01242	DB00472
DB01248	DB00317
DB00472	DB01224
DB00834	DB00107
DB00912	DB01306
DB06655	DB00331
DB00313	DB01356
DB00480	DB00073
DB01262	DB00188
DB00203	DB00820
DB01409	DB05039
DB00654	DB00484
DB00398	DB00544
DB06626	DB00441
DB00997	DB00188
DB08816	DB00945
DB08908	DB00945
DB00563	DB06674
DB00531	DB01101
DB00073	DB00078
DB00818	DB00683
DB01024	DB01590
DB04845	DB01101
DB01590	DB01006
DB00331	DB00222
DB01222	DB00448
DB00683	DB08870
DB00327	DB01192
DB08910	DB01234
DB01217	DB00317
DB00682	DB01109
DB00758	DB00945
DB00264	DB01023
DB01248	DB00997
DB00727	DB00281
DB00005	DB00563
DB01104	DB00169
DB00977	DB00717
DB01204	DB00635
DB06287	DB01075
DB01045	DB00207
DB00313	DB00997
DB00254	DB01045
DB01306	DB00331
DB01104	DB00704
DB06209	DB00758
DB00903	DB00412
DB00530	DB01248
DB00328	DB06372
DB00313	DB00334
DB00635	DB01248
DB00947	DB00317
DB01276	DB01132
DB01001	DB00394
DB00056	DB02546
DB00758	DB01076
DB00841	DB00368
DB00544	DB00104
DB00938	DB00394
DB01137	DB00798
DB00014	DB01128
DB01238	DB01356
DB00158	DB00331
DB00973	DB01095
DB01212	DB01137
DB00877	DB00054
DB00047	DB00046
DB00097	DB06719
DB06168	DB00331
DB00983	DB00938
DB00877	DB00087
DB05332	DB00928
DB00641	DB00317
DB00683	DB00813
DB02546	DB00853
DB00476	DB01175
DB00882	DB00331
DB00588	DB00983
DB00388	DB01233
DB00007	DB00399
DB00695	DB00421
DB00877	DB00864
DB00215	DB00472
DB00864	DB00563
DB01590	DB00758
DB01229	DB00441
DB00860	DB01276
DB00641	DB00175
DB00553	DB00307
DB00388	DB00852
DB01041	DB00635
DB00399	DB00153
DB00515	DB00642
DB00635	DB01137
DB01197	DB01029
DB00993	DB00860
DB00480	DB00928
DB00497	DB00327
DB00783	DB00007
DB00749	DB00571
DB00515	DB00530
DB00515	DB00544
DB00983	DB01409
DB00175	DB00177
DB00047	DB00331
DB01177	DB00188
DB00014	DB01217
DB00054	DB01109
DB00966	DB00758
DB00871	DB01222
DB01225	DB01098
DB00327	DB00297
DB00584	DB01136
DB01225	DB00055
DB00678	DB00722
DB00398	DB01101
DB00695	DB00872
DB01076	DB00641
DB00295	DB00316
DB01394	DB01026
DB00503	DB01394
DB01115	DB00796
DB00945	DB01132
DB00125	DB00153
DB00515	DB00361
DB01212	DB00713
DB00047	DB01309
DB08885	DB01248
DB00482	DB01586
DB01175	DB00659
DB00047	DB00169
DB00052	DB00412
DB01212	DB01211
DB01043	DB00989
DB00864	DB00087
DB00678	DB00571
DB00073	DB00635
DB00005	DB01137
DB00030	DB01276
DB00421	DB00331
DB06285	DB06643
DB00448	DB06616
DB00072	DB00112
DB00034	DB00112
DB00312	DB00599
DB00588	DB00860
DB00912	DB00030
DB06203	DB04878
DB00203	DB06710
DB00476	DB00996
DB00065	DB00993
DB00398	DB00928
DB00834	DB00929
DB06273	DB00563
DB00531	DB00860
DB00398	DB00997
DB01212	DB00916
DB00938	DB05039
DB06335	DB01132
DB06288	DB01171
DB01576	DB00422
DB00313	DB01262
DB00073	DB01234
DB01217	DB00947
DB00584	DB00796
DB00065	DB00563
DB00381	DB00999
DB00588	DB01211
DB01104	DB01068
DB00678	DB00335
DB01120	DB00331
DB01156	DB01175
DB01036	DB01263
DB00678	DB00381
DB00065	DB00091
DB01268	DB00317
DB00860	DB06151
DB00627	DB00973
DB00694	DB00987
DB00736	DB00945
DB01104	DB00334
DB01356	DB00661
DB00471	DB00860
DB00063	DB01109
DB00338	DB00586
DB00043	DB00588
DB01229	DB00758
DB00921	DB00704
DB00313	DB01238
DB01248	DB01254
DB01590	DB00990
DB00178	DB01029
DB08870	DB01026
DB01098	DB01076
DB01212	DB00601
DB08870	DB01045
DB01012	DB00910
DB00060	DB00641
DB00746	DB01609
DB01167	DB00208
DB00396	DB00007
DB00635	DB05812
DB00627	DB00945
DB01356	DB00740
DB00497	DB01183
DB04106	DB00112
DB00678	DB04861
DB00471	DB00588
DB01268	DB00398
DB01043	DB00153
DB00688	DB00864
DB00990	DB00675
DB00555	DB00715
DB00945	DB00647
DB00572	DB01010
DB00572	DB00454
DB00719	DB00852
DB00972	DB00588
DB00685	DB00207
DB00195	DB00310
DB01085	DB00195
DB00318	DB01237
DB01212	DB00281
DB00446	DB00741
DB00446	DB00860
DB00206	DB00880
DB01114	DB00397
DB00318	DB01114
DB00575	DB00310
DB00264	DB00310
DB00206	DB00310
DB00014	DB00675
DB00563	DB01281
DB00361	DB01248
DB06335	DB00030
DB00531	DB00642
DB01076	DB00945
DB00445	DB01248
DB00381	DB01029
DB00034	DB06287
DB00441	DB01248
DB01109	DB00945
DB06287	DB00112
DB00295	DB00704
DB00182	DB01576
DB00783	DB00717
DB06335	DB00331
DB00977	DB06713
DB00691	DB00999
DB06203	DB00331
DB00983	DB00764
DB08822	DB00310
DB00630	DB00169
DB00706	DB01126
DB00977	DB00304
DB00165	DB00366
DB08882	DB00331
DB01194	DB00484
DB00514	DB00908
DB00297	DB00281
DB00977	DB00367
DB01234	DB00281
DB00273	DB00191
DB00927	DB01050
DB01064	DB06151
DB00787	DB00741
DB01032	DB00415
DB00945	DB00241
DB00945	DB00956
DB00652	DB00945
DB00945	DB00175
DB00457	DB01324
DB01324	DB00206
DB01325	DB00206
DB01021	DB00206
DB00641	DB01261
DB00999	DB01089
DB00232	DB01089
DB01234	DB00994
DB00343	DB00584
DB01075	DB00788
DB01075	DB00852
DB00813	DB00450
DB00736	DB00788
DB00894	DB00783
DB00603	DB00286
DB00371	DB00286
DB00977	DB00957
DB01357	DB00823
DB00994	DB00591
DB00846	DB00994
DB01170	DB00999
DB01275	DB00999
DB01275	DB00206
DB00999	DB00598
DB00999	DB00960
DB00999	DB00206
DB00999	DB00373
DB00397	DB00956
DB00956	DB00852
DB00741	DB00994
DB03904	DB00741
DB00759	DB00741
DB00206	DB00774
DB00388	DB01050
DB00388	DB01064
DB00007	DB00717
DB01069	DB00454
DB01626	DB00232
DB00206	DB00232
DB00959	DB00994
DB00860	DB00994
DB00620	DB00994
DB01438	DB01015
DB00388	DB06691
